uniprot_id	molecule_chembl_id	molecule_pref_name	mechanism_of_action	action_type	evidence
P06213	CHEMBL3545156	KW-2450	Insulin receptor inhibitor	INHIBITOR	DOI
P06213	CHEMBL1201540	INSULIN SUSP ISOPHANE RECOMBINANT HUMAN	Insulin receptor agonist	AGONIST	FDA
P06213	CHEMBL575448	BMS-754807	Insulin receptor inhibitor	INHIBITOR	PubMed, PubMed
P06213	CHEMBL1201538	INSULIN LISPRO	Insulin receptor agonist	AGONIST	DailyMed
P06213	CHEMBL1201627	INSULIN SUSP ISOPHANE SEMISYNTHETIC PURIFIED HUMAN	Insulin receptor agonist	AGONIST	FDA
P06213	CHEMBL1201545	INSULIN SUSP ISOPHANE BEEF	Insulin receptor agonist	AGONIST	FDA
P06213	CHEMBL1201630	INSULIN PURIFIED PORK	Insulin receptor agonist	AGONIST	FDA
P06213	CHEMBL1201655	INSULIN SUSP ISOPHANE PURIFIED BEEF	Insulin receptor agonist	AGONIST	FDA
P06213	CHEMBL1201611	INSULIN LISPRO PROTAMINE RECOMBINANT	Insulin receptor agonist	AGONIST	DailyMed
P06213	CHEMBL1201613	INSULIN GLULISINE	Insulin receptor agonist	AGONIST	DailyMed
P06213	CHEMBL1201539	INSULIN PORK	Insulin receptor agonist	AGONIST	FDA
P06213	CHEMBL1091644	LINSITINIB	Insulin receptor inhibitor	INHIBITOR	PubMed, PubMed, PubMed
P06213	CHEMBL1201643	INSULIN ZINC SUSP PROMPT PURIFIED PORK	Insulin receptor agonist	AGONIST	FDA
P06213	CHEMBL2104391	INSULIN DETEMIR	Insulin receptor agonist	AGONIST	DailyMed
P06213	CHEMBL1201642	INSULIN ZINC SUSP PROMPT BEEF	Insulin receptor agonist	AGONIST	FDA
P06213	CHEMBL1201634	INSULIN ZINC SUSP PURIFIED BEEF/PORK	Insulin receptor agonist	AGONIST	FDA
P06213	CHEMBL1201497	INSULIN GLARGINE	Insulin receptor agonist	AGONIST	DailyMed
P06213	CHEMBL2107869	INSULIN DEGLUDEC	Insulin receptor agonist	AGONIST	DailyMed
P06213	CHEMBL1201546	INSULIN ZINC SUSP PURIFIED BEEF	Insulin receptor agonist	AGONIST	FDA
P06401	CHEMBL2107797	NORGESTREL	Progesterone receptor agonist	AGONIST	Expert
P06401	CHEMBL1200934	NORGESTIMATE	Progesterone receptor agonist	AGONIST	DailyMed
P06401	CHEMBL1389	LEVONORGESTREL	Progesterone receptor agonist	AGONIST	PubMed, Wikipedia
P06401	CHEMBL1162	NORETHINDRONE	Progesterone receptor agonist	AGONIST	PubMed, PubMed, PubMed, PubMed
P06401	CHEMBL3707377	SEGESTERONE ACETATE	Progesterone receptor agonist	AGONIST	FDA, PubMed
P06401	CHEMBL1533	DESOGESTREL	Progesterone receptor agonist	AGONIST	ISBN
P06401	CHEMBL1200807	NORELGESTROMIN	Progesterone receptor agonist	AGONIST	DailyMed
P06401	CHEMBL1479	DANAZOL	Progesterone receptor agonist	AGONIST	ISBN, PubMed, FDA
P06401	CHEMBL260538	ULIPRISTAL ACETATE	Progesterone receptor modulator	MODULATOR	FDA
P06401	CHEMBL1200853	DYDROGESTERONE	Progesterone receptor agonist	AGONIST	PubMed, PubMed, PubMed
P06401	CHEMBL267431	ASOPRISNIL	Progesterone receptor modulator	MODULATOR	Wikipedia, PubMed, PubMed
P06401	CHEMBL1509	DROSPIRENONE	Progesterone receptor agonist	AGONIST	PubMed, DailyMed
P06401	CHEMBL2105694	TELAPRISTONE ACETATE	Progesterone receptor modulator	MODULATOR	PubMed, Wikipedia, Other
P06401	CHEMBL2105618	ALLYLESTRENOL	Progesterone receptor agonist	AGONIST	PubMed, PubMed, PubMed, PubMed
P06401	CHEMBL139835	CYPROTERONE ACETATE	Progesterone receptor agonist	AGONIST	PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed
P06401	CHEMBL1387	NORETHYNODREL	Progesterone receptor agonist	AGONIST	PubMed, PubMed, PubMed
P06401	CHEMBL3545239	PF-05019702	Progesterone receptor antagonist	ANTAGONIST	Other, Other
P06401	CHEMBL1276308	MIFEPRISTONE	Progesterone receptor antagonist	ANTAGONIST	DailyMed
P06401	CHEMBL1201146	NORETHINDRONE ACETATE	Progesterone receptor agonist	AGONIST	PubMed, PubMed, PubMed, PubMed
P06401	CHEMBL1200848	HYDROXYPROGESTERONE CAPROATE	Progesterone receptor agonist	AGONIST	PubMed, PubMed
P06401	CHEMBL1201139	MEGESTROL ACETATE	Progesterone receptor agonist	AGONIST	PubMed, PubMed, Wikipedia
P06401	CHEMBL1531	ETONOGESTREL	Progesterone receptor agonist	AGONIST	ISBN, Wikipedia
P06401	CHEMBL2103846	ULIPRISTAL	Progesterone receptor modulator	MODULATOR	PubMed
P06401	CHEMBL103	PROGESTERONE	Progesterone receptor agonist	AGONIST	PubMed
P06401	CHEMBL1908373	ONAPRISTONE	Progesterone receptor antagonist	ANTAGONIST	PubMed, Other
P06401	CHEMBL146032	LONAPRISAN	Progesterone receptor antagonist	ANTAGONIST	PubMed
P06401	CHEMBL1200624	ETHYNODIOL DIACETATE	Progesterone receptor agonist	AGONIST	KEGG, PubMed, PubMed, PubMed
P06401	CHEMBL110691	CHLORMADINONE ACETATE	Progesterone receptor modulator	MODULATOR	PubMed, PubMed
P06401	CHEMBL717	MEDROXYPROGESTERONE ACETATE	Progesterone receptor agonist	AGONIST	DailyMed
P07101	CHEMBL1200862	METYROSINE	Tyrosine 3-hydroxylase inhibitor	INHIBITOR	DailyMed
P07202	CHEMBL1518	PROPYLTHIOURACIL	Thyroid peroxidase inhibitor	INHIBITOR	PubMed, Wikipedia, FDA
P07202	CHEMBL1515	METHIMAZOLE	Thyroid peroxidase inhibitor	INHIBITOR	DailyMed
P07202	CHEMBL508102	CARBIMAZOLE	Thyroid peroxidase inhibitor	INHIBITOR	PubMed, PubMed, PubMed, PubMed, PubMed
P07550	CHEMBL1201213	ISOETHARINE	Beta-2 adrenergic receptor agonist	AGONIST	ISBN, Wikipedia
P07550	CHEMBL3039530	ABEDITEROL	Beta-2 adrenergic receptor agonist	AGONIST	PubMed
P07550	CHEMBL499	TIMOLOL	Beta-2 adrenergic receptor antagonist	ANTAGONIST	DailyMed
P07550	CHEMBL3545272	LAS190792	Beta-2 adrenergic receptor agonist	AGONIST	Other, Other
P07550	CHEMBL2111083	BEDORADRINE	Beta-2 adrenergic receptor agonist	AGONIST	PubMed, Other
P07550	CHEMBL1256786	FORMOTEROL	Beta-2 adrenergic receptor agonist	AGONIST	FDA
P07550	CHEMBL631	PROPAFENONE	Beta-2 adrenergic receptor antagonist	ANTAGONIST	DailyMed
P07550	CHEMBL1760	TERBUTALINE	Beta-2 adrenergic receptor agonist	AGONIST	DailyMed
P07550	CHEMBL3039518	BATEFENTEROL	Beta-2 adrenergic receptor agonist	AGONIST	PubMed, PubMed
P07550	CHEMBL1095777	INDACATEROL	Beta-2 adrenergic receptor agonist	AGONIST	DailyMed
P07550	CHEMBL27193	DILEVALOL	Beta-2 adrenergic receptor agonist	AGONIST	PubMed, PubMed, PubMed, PubMed, PubMed
P07550	CHEMBL926	DOBUTAMINE	Beta-2 adrenergic receptor agonist	AGONIST	FDA
P07550	CHEMBL1263	SALMETEROL	Beta-2 adrenergic receptor agonist	AGONIST	DailyMed
P07550	CHEMBL1002	LEVOSALBUTAMOL	Beta-2 adrenergic receptor agonist	AGONIST	PubMed
P07550	CHEMBL1197051	ISOXSUPRINE	Beta-2 adrenergic receptor agonist	AGONIST	PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed
P07550	CHEMBL1291	METIPRANOLOL	Beta-2 adrenergic receptor antagonist	ANTAGONIST	DailyMed
P07550	CHEMBL83063	RITODRINE	Beta-2 adrenergic receptor agonist	AGONIST	ISBN, Wikipedia
P07550	CHEMBL1290	PENBUTOLOL	Beta-2 adrenergic receptor antagonist	ANTAGONIST	FDA
P07550	CHEMBL500	PINDOLOL	Beta-2 adrenergic receptor partial agonist	PARTIAL AGONIST	DailyMed
P07550	CHEMBL16476	PRONETALOL	Beta-2 adrenergic receptor antagonist	ANTAGONIST	PubMed, PubMed
P07550	CHEMBL546	OXPRENOLOL	Beta-2 adrenergic receptor antagonist	ANTAGONIST	ISBN, PubMed
P07550	CHEMBL3545103	AZD3199	Beta-2 adrenergic receptor agonist	AGONIST	PubMed
P07550	CHEMBL434394	NEBIVOLOL	Beta-2 adrenergic receptor antagonist	ANTAGONIST	DailyMed
P07550	CHEMBL1363	ARFORMOTEROL	Beta-2 adrenergic receptor agonist	AGONIST	DailyMed
P07550	CHEMBL2012520	LY377604	Beta-2 adrenergic receptor antagonist	ANTAGONIST	PubMed
P07550	CHEMBL1094785	CARMOTEROL	Beta-2 adrenergic receptor agonist	AGONIST	PubMed, PubMed
P07550	CHEMBL649	NADOLOL	Beta-2 adrenergic receptor antagonist	ANTAGONIST	DailyMed
P07550	CHEMBL32800	FENOTEROL	Beta-2 adrenergic receptor agonist	AGONIST	PubMed, PubMed, PubMed, PubMed
P07550	CHEMBL27	PROPRANOLOL	Beta-2 adrenergic receptor antagonist	ANTAGONIST	DailyMed, Wikipedia
P07550	CHEMBL1198857	VILANTEROL	Beta-2 adrenergic receptor agonist	AGONIST	FDA
P07550	CHEMBL1094966	PIRBUTEROL	Beta-2 adrenergic receptor agonist	AGONIST	FDA
P07550	CHEMBL714	ALBUTEROL	Beta-2 adrenergic receptor agonist	AGONIST	FDA
P07550	CHEMBL768	ESMOLOL	Beta-2 adrenergic receptor antagonist	ANTAGONIST	DailyMed
P07550	CHEMBL1201273	PROTOKYLOL	Beta-2 adrenergic receptor agonist	AGONIST	PubMed
P07550	CHEMBL1201237	LEVOBUNOLOL	Beta-2 adrenergic receptor antagonist	ANTAGONIST	DailyMed
P07550	CHEMBL1201295	BITOLTEROL	Beta-2 adrenergic receptor agonist	AGONIST	PubMed
P07550	CHEMBL605846	OLODATEROL	Beta-2 adrenergic receptor agonist	AGONIST	FDA
P07550	CHEMBL471	SOTALOL	Beta-2 adrenergic receptor antagonist	ANTAGONIST	DailyMed, Wikipedia
P07550	CHEMBL49080	CLENBUTEROL	Beta-2 adrenergic receptor agonist	AGONIST	PubMed, PubMed, PubMed, PubMed, PubMed
P07550	CHEMBL27810	CELIPROLOL	Beta-2 adrenergic receptor partial agonist	PARTIAL AGONIST	PubMed, PubMed, PubMed, PubMed, PubMed
P07550	CHEMBL776	METAPROTERENOL	Beta-2 adrenergic receptor agonist	AGONIST	DailyMed
P08172	CHEMBL1482	BETHANECHOL	Muscarinic acetylcholine receptor M2 agonist	AGONIST	ISBN, PubMed, PubMed, Wikipedia
P08172	CHEMBL517712	ATROPINE	Muscarinic acetylcholine receptor M2 antagonist	ANTAGONIST	FDA, ISBN, Wikipedia
P08172	CHEMBL1382	TOLTERODINE	Muscarinic acetylcholine receptor M2 antagonist	ANTAGONIST	PubMed, DailyMed, Wikipedia
P08172	CHEMBL1346	DARIFENACIN	Muscarinic acetylcholine receptor M2 antagonist	ANTAGONIST	PubMed, DailyMed
P08172	CHEMBL1888176	TROSPIUM	Muscarinic acetylcholine receptor M2 antagonist	ANTAGONIST	PubMed, PubMed
P08172	CHEMBL1201764	FESOTERODINE	Muscarinic acetylcholine receptor M2 antagonist	ANTAGONIST	ISBN, PubMed, PubMed, DailyMed
P08172	CHEMBL1231	OXYBUTYNIN	Muscarinic acetylcholine receptor M2 antagonist	ANTAGONIST	ISBN, PubMed, PubMed, PubMed, PubMed
P08172	CHEMBL3039518	BATEFENTEROL	Muscarinic acetylcholine receptor M2 antagonist	ANTAGONIST	PubMed, PubMed
P08172	CHEMBL3305985	ALCURONIUM	Muscarinic acetylcholine receptor M2 positive allosteric modulator	POSITIVE ALLOSTERIC MODULATOR	PubMed, PubMed, PubMed, PubMed, PubMed
P08172	CHEMBL1734	SOLIFENACIN	Muscarinic acetylcholine receptor M2 antagonist	ANTAGONIST	ISBN, PubMed, PubMed, Wikipedia
P08172	CHEMBL3707249	ASM-024	Muscarinic acetylcholine receptor M2 antagonist	ANTAGONIST	PubMed, PubMed
P08172	CHEMBL1180725	PROPANTHELINE	Muscarinic acetylcholine receptor M2 antagonist	ANTAGONIST	ISBN, PubMed, PubMed, PubMed, PubMed, PubMed
P08235	CHEMBL1200542	DESOXYCORTICOSTERONE ACETATE	Mineralocorticoid receptor agonist	AGONIST	PubMed, DailyMed
P08235	CHEMBL1463345	CANRENONE	Mineralocorticoid receptor antagonist	ANTAGONIST	PubMed, PubMed, PubMed, Other
P08235	CHEMBL1200592	DESOXYCORTICOSTERONE PIVALATE	Mineralocorticoid receptor agonist	AGONIST	DailyMed
P08235	CHEMBL1509	DROSPIRENONE	Mineralocorticoid receptor antagonist	ANTAGONIST	PubMed, DailyMed
P08235	CHEMBL1095097	EPLERENONE	Mineralocorticoid receptor antagonist	ANTAGONIST	DailyMed
P08235	CHEMBL1393	SPIRONOLACTONE	Mineralocorticoid receptor antagonist	ANTAGONIST	DailyMed, Wikipedia
P08235	CHEMBL1480	FELODIPINE	Mineralocorticoid receptor antagonist	ANTAGONIST	PubMed
P08235	CHEMBL1428	NIMODIPINE	Mineralocorticoid receptor antagonist	ANTAGONIST	PubMed
P08235	CHEMBL3545175	PF-03882845	Mineralocorticoid receptor antagonist	ANTAGONIST	PubMed
P08235	CHEMBL3545392	MT-3995	Mineralocorticoid receptor antagonist	ANTAGONIST	Other
P08235	CHEMBL3545393	XL550	Mineralocorticoid receptor antagonist	ANTAGONIST	Other
P08235	CHEMBL2181927	FINERENONE	Mineralocorticoid receptor antagonist	ANTAGONIST	PubMed
P08235	CHEMBL1201010	FLUDROCORTISONE ACETATE	Mineralocorticoid receptor agonist	AGONIST	PubMed, Wikipedia
P08235	CHEMBL3545275	LY2623091	Mineralocorticoid receptor antagonist	ANTAGONIST	Other, Other
P08235	CHEMBL1616951	CANRENOATE	Mineralocorticoid receptor antagonist	ANTAGONIST	PubMed, PubMed, PubMed, PubMed, PubMed, PubMed
P08588	CHEMBL1291	METIPRANOLOL	Beta-1 adrenergic receptor antagonist	ANTAGONIST	DailyMed
P08588	CHEMBL1201237	LEVOBUNOLOL	Beta-1 adrenergic receptor antagonist	ANTAGONIST	DailyMed
P08588	CHEMBL2012520	LY377604	Beta-1 adrenergic receptor antagonist	ANTAGONIST	PubMed
P08588	CHEMBL926	DOBUTAMINE	Beta-1 adrenergic receptor agonist	AGONIST	FDA
P08588	CHEMBL649	NADOLOL	Beta-1 adrenergic receptor antagonist	ANTAGONIST	DailyMed
P08588	CHEMBL546	OXPRENOLOL	Beta-1 adrenergic receptor antagonist	ANTAGONIST	ISBN, PubMed
P08588	CHEMBL500	PINDOLOL	Beta-1 adrenergic receptor partial agonist	PARTIAL AGONIST	DailyMed
P08588	CHEMBL13	METOPROLOL	Beta-1 adrenergic receptor antagonist	ANTAGONIST	DailyMed
P08588	CHEMBL24	ATENOLOL	Beta-1 adrenergic receptor antagonist	ANTAGONIST	DailyMed
P08588	CHEMBL631	PROPAFENONE	Beta-1 adrenergic receptor antagonist	ANTAGONIST	DailyMed
P08588	CHEMBL471	SOTALOL	Beta-1 adrenergic receptor antagonist	ANTAGONIST	DailyMed, Wikipedia
P08588	CHEMBL27	PROPRANOLOL	Beta-1 adrenergic receptor antagonist	ANTAGONIST	DailyMed, Wikipedia
P08588	CHEMBL645	BISOPROLOL	Beta-1 adrenergic receptor antagonist	ANTAGONIST	DailyMed
P08588	CHEMBL59	DOPAMINE	Beta-1 adrenergic receptor agonist	AGONIST	DailyMed, Wikipedia
P08588	CHEMBL434394	NEBIVOLOL	Beta-1 adrenergic receptor antagonist	ANTAGONIST	DailyMed
P08588	CHEMBL16476	PRONETALOL	Beta-1 adrenergic receptor antagonist	ANTAGONIST	PubMed, PubMed
P08588	CHEMBL499	TIMOLOL	Beta-1 adrenergic receptor antagonist	ANTAGONIST	DailyMed
P08588	CHEMBL642	ACEBUTOLOL	Beta-1 adrenergic receptor antagonist	ANTAGONIST	DailyMed
P08588	CHEMBL768	ESMOLOL	Beta-1 adrenergic receptor antagonist	ANTAGONIST	DailyMed
P08588	CHEMBL1290	PENBUTOLOL	Beta-1 adrenergic receptor antagonist	ANTAGONIST	FDA
P08588	CHEMBL27810	CELIPROLOL	Beta-1 adrenergic receptor antagonist	ANTAGONIST	PubMed, PubMed, PubMed, PubMed, PubMed
P08588	CHEMBL423	BETAXOLOL	Beta-1 adrenergic receptor antagonist	ANTAGONIST	DailyMed
P08588	CHEMBL1201274	LEVOBETAXOLOL	Beta-1 adrenergic receptor antagonist	ANTAGONIST	PubMed
P08908	CHEMBL49	BUSPIRONE	Serotonin 1a (5-HT1a) receptor partial agonist	PARTIAL AGONIST	FDA, Wikipedia
P08908	CHEMBL45305	BEFIRADOL	Serotonin 1a (5-HT1a) receptor agonist	AGONIST	PubMed
P08908	CHEMBL2103832	PARDOPRUNOX	Serotonin 1a (5-HT1a) receptor agonist	AGONIST	PubMed
P08908	CHEMBL1112	ARIPIPRAZOLE	Serotonin 1a (5-HT1a) receptor partial agonist	PARTIAL AGONIST	DailyMed
P08908	CHEMBL2219425	ARIPIPRAZOLE LAUROXIL	Serotonin 1a (5-HT1a) receptor partial agonist	PARTIAL AGONIST	DailyMed
P08908	CHEMBL439849	VILAZODONE	Serotonin 1a (5-HT1a) receptor partial agonist	PARTIAL AGONIST	FDA, PubMed
P08908	CHEMBL2105760	BREXPIPRAZOLE	Serotonin 1a (5-HT1a) receptor partial agonist	PARTIAL AGONIST	FDA
P08908	CHEMBL1631540	GSK163090	Serotonin 1a (5-HT1a) receptor antagonist	ANTAGONIST	PubMed
P08908	CHEMBL218166	BIFEPRUNOX	Serotonin 1a (5-HT1a) receptor partial agonist	PARTIAL AGONIST	PubMed
P08908	CHEMBL209821	NALUZOTAN	Serotonin 1a (5-HT1a) receptor agonist	AGONIST	PubMed, Wikipedia
P08908	CHEMBL2104993	VORTIOXETINE	Serotonin 1a (5-HT1a) receptor agonist	AGONIST	DailyMed, PubMed
P08908	CHEMBL253371	ALVERINE	Serotonin 1a (5-HT1a) receptor antagonist	ANTAGONIST	PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed
P08908	CHEMBL372205	LECOZOTAN	Serotonin 1a (5-HT1a) receptor antagonist	ANTAGONIST	PubMed
P08908	CHEMBL1742408	OSEMOZOTAN	Serotonin 1a (5-HT1a) receptor agonist	AGONIST	PubMed, Wikipedia
P08908	CHEMBL485253	METHYSERGIDE	Serotonin 1a (5-HT1a) receptor partial agonist	PARTIAL AGONIST	ISBN, PubMed
P08908	CHEMBL1628569	ROBALZOTAN	Serotonin 1a (5-HT1a) receptor antagonist	ANTAGONIST	PubMed, PubMed, Wikipedia
P08908	CHEMBL220808	SARIZOTAN	Serotonin 1a (5-HT1a) receptor agonist	AGONIST	PubMed, PubMed
P08908	CHEMBL2364968	ERGOLOID	Serotonin 1a (5-HT1a) receptor agonist	AGONIST	ISBN, PubMed
P08908	CHEMBL1512580	XALIPRODEN	Serotonin 1a (5-HT1a) receptor agonist	AGONIST	PubMed, PubMed, PubMed, Other
P08908	CHEMBL345237	PICLOZOTAN	Serotonin 1a (5-HT1a) receptor agonist	AGONIST	PubMed, PubMed
P09917	CHEMBL425	OLSALAZINE	Arachidonate 5-lipoxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed, DailyMed
P09917	CHEMBL509	MECLOFENAMIC ACID	Arachidonate 5-lipoxygenase inhibitor	INHIBITOR	PubMed, DailyMed
P09917	CHEMBL59356	ATRELEUTON	Arachidonate 5-lipoxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed
P09917	CHEMBL421	SULFASALAZINE	Arachidonate 5-lipoxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed
P09917	CHEMBL1201346	BALSALAZIDE	Arachidonate 5-lipoxygenase inhibitor	INHIBITOR	PubMed, PubMed
P09917	CHEMBL93	ZILEUTON	Arachidonate 5-lipoxygenase inhibitor	INHIBITOR	DailyMed
P09917	CHEMBL704	MESALAMINE	Arachidonate 5-lipoxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed
P10275	CHEMBL3542265	LY2452473	Androgen Receptor modulator	MODULATOR	PubMed
P10275	CHEMBL409	BICALUTAMIDE	Androgen Receptor antagonist	ANTAGONIST	DailyMed
P10275	CHEMBL2079587	STANOZOLOL	Androgen Receptor agonist	AGONIST	PubMed, Wikipedia
P10275	CHEMBL1200585	OXYMETHOLONE	Androgen Receptor agonist	AGONIST	DailyMed, Wikipedia
P10275	CHEMBL467888	LGD-2941	Androgen Receptor modulator	MODULATOR	PubMed
P10275	CHEMBL3545174	GSK2881078	Androgen Receptor modulator	MODULATOR	Other
P10275	CHEMBL1200335	TESTOSTERONE ENANTHATE	Androgen Receptor agonist	AGONIST	Wikipedia, FDA
P10275	CHEMBL806	FLUTAMIDE	Androgen Receptor antagonist	ANTAGONIST	FDA
P10275	CHEMBL3545237	HE3235	Androgen Receptor modulator	MODULATOR	PubMed
P10275	CHEMBL1200623	ETHYLESTRENOL	Androgen Receptor agonist	AGONIST	ISBN, PubMed
P10275	CHEMBL1274	NILUTAMIDE	Androgen Receptor antagonist	ANTAGONIST	DailyMed
P10275	CHEMBL3545417	GLPG0492	Androgen Receptor modulator	MODULATOR	PubMed, Other
P10275	CHEMBL3183409	APALUTAMIDE	Androgen Receptor antagonist	ANTAGONIST	PubMed, Other
P10275	CHEMBL1200946	NANDROLONE DECANOATE	Androgen Receptor agonist	AGONIST	PubMed
P10275	CHEMBL4297185	DAROLUTAMIDE	Androgen Receptor antagonist	ANTAGONIST	PubMed, Other
P10275	CHEMBL1395	METHYLTESTOSTERONE	Androgen Receptor agonist	AGONIST	DailyMed
P10275	CHEMBL386630	TESTOSTERONE	Androgen Receptor agonist	AGONIST	Wikipedia, FDA
P10275	CHEMBL1200436	OXANDROLONE	Androgen Receptor agonist	AGONIST	DailyMed, Wikipedia
P10275	CHEMBL1201048	DROMOSTANOLONE PROPIONATE	Androgen Receptor agonist	AGONIST	PubMed, PubMed
P10275	CHEMBL1200412	NANDROLONE PHENPROPIONATE	Androgen Receptor agonist	AGONIST	PubMed, PubMed, PubMed
P10275	CHEMBL1170	TESTOSTERONE PROPIONATE	Androgen Receptor agonist	AGONIST	PubMed, PubMed, PubMed, PubMed, PubMed, PubMed
P10275	CHEMBL3545092	CR 1447	Androgen Receptor agonist	AGONIST	Other
P10275	CHEMBL1445	FLUOXYMESTERONE	Androgen Receptor agonist	AGONIST	DailyMed, Wikipedia
P10275	CHEMBL1082407	ENZALUTAMIDE	Androgen Receptor antagonist	ANTAGONIST	Expert
P10275	CHEMBL254328	ABIRATERONE	Androgen Receptor antagonist	ANTAGONIST	PubMed, PubMed, PubMed, PubMed, PubMed
P10275	CHEMBL139835	CYPROTERONE ACETATE	Androgen Receptor antagonist	ANTAGONIST	PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed
P10275	CHEMBL37676	APC-100	Androgen Receptor antagonist	ANTAGONIST	Other, PubMed
P10275	CHEMBL1738889	ENOBOSARM	Androgen Receptor modulator	MODULATOR	Other, Wikipedia, PubMed
P10275	CHEMBL3545046	GSK2849466	Androgen Receptor modulator	MODULATOR	Other
P10275	CHEMBL1201101	TESTOSTERONE CYPIONATE	Androgen Receptor agonist	AGONIST	DailyMed, Wikipedia
P10275	CHEMBL3590187	CLASCOTERONE	Androgen Receptor antagonist	ANTAGONIST	PubMed, Other, Other
P10275	CHEMBL2107067	TESTOSTERONE UNDECANOATE	Androgen Receptor agonist	AGONIST	FDA
P10275	CHEMBL2346976	AZD3514	Androgen Receptor modulator	MODULATOR	PubMed, PubMed
P10275	CHEMBL1479	DANAZOL	Androgen Receptor agonist	AGONIST	ISBN, PubMed, FDA
P10275	CHEMBL3545333	MK-0773	Androgen Receptor modulator	MODULATOR	PubMed, PubMed
P10275	CHEMBL1418176	METHANDROSTENOLONE	Androgen Receptor agonist	AGONIST	ISBN, PubMed, PubMed, PubMed
P10275	CHEMBL3545356	VK5211	Androgen Receptor modulator	MODULATOR	Other, PubMed, PubMed
P10275	CHEMBL2105738	GALETERONE	Androgen Receptor antagonist	ANTAGONIST	PubMed, PubMed, Other
P10276	CHEMBL107430	NRX195183	Retinoic acid receptor alpha agonist	AGONIST	PubMed, PubMed
P10912	CHEMBL1201620	SOMATREM	Growth hormone receptor agonist	AGONIST	PubMed
P10912	CHEMBL1201621	SOMATROPIN	Growth hormone receptor agonist	AGONIST	ISBN, DailyMed
P10912	CHEMBL1201515	PEGVISOMANT	Growth hormone receptor antagonist	ANTAGONIST	DailyMed
P11229	CHEMBL1201342	METHIXENE	Muscarinic acetylcholine receptor M1 antagonist	ANTAGONIST	ISBN, PubMed
P11229	CHEMBL1206	ETHOPROPAZINE	Muscarinic acetylcholine receptor M1 antagonist	ANTAGONIST	ISBN, PubMed, Wikipedia, Wikipedia
P11229	CHEMBL620	CLIDINIUM	Muscarinic acetylcholine receptor M1 antagonist	ANTAGONIST	ISBN, Wikipedia, DailyMed
P11229	CHEMBL376897	METHSCOPOLAMINE	Muscarinic acetylcholine receptor M1 antagonist	ANTAGONIST	ISBN, DailyMed
P11229	CHEMBL550	PILOCARPINE	Muscarinic acetylcholine receptor M1 agonist	AGONIST	PubMed
P11229	CHEMBL517712	ATROPINE	Muscarinic acetylcholine receptor M1 antagonist	ANTAGONIST	FDA, ISBN, Wikipedia
P11229	CHEMBL1180725	PROPANTHELINE	Muscarinic acetylcholine receptor M1 antagonist	ANTAGONIST	ISBN, PubMed, PubMed, PubMed, PubMed, PubMed
P11229	CHEMBL524004	MEPENZOLATE	Muscarinic acetylcholine receptor M1 antagonist	ANTAGONIST	ISBN, PubMed, PubMed
P11229	CHEMBL86715	PROCYCLIDINE	Muscarinic acetylcholine receptor M1 antagonist	ANTAGONIST	ISBN, PubMed
P11229	CHEMBL1201340	DIPHEMANIL	Muscarinic acetylcholine receptor M1 antagonist	ANTAGONIST	ISBN, PubMed
P11229	CHEMBL1495	OXYPHENCYCLIMINE	Muscarinic acetylcholine receptor M1 antagonist	ANTAGONIST	ISBN, PubMed, PubMed
P11229	CHEMBL1201232	ISOPROPAMIDE	Muscarinic acetylcholine receptor M1 antagonist	ANTAGONIST	ISBN, PubMed, PubMed
P11229	CHEMBL1201203	BENZTROPINE	Muscarinic acetylcholine receptor M1 antagonist	ANTAGONIST	ISBN, FDA
P11229	CHEMBL3707249	ASM-024	Muscarinic acetylcholine receptor M1 antagonist	ANTAGONIST	PubMed, PubMed
P11229	CHEMBL1186610	ANISOTROPINE	Muscarinic acetylcholine receptor M1 antagonist	ANTAGONIST	PubMed, PubMed, Wikipedia
P11229	CHEMBL1123	DICYCLOMINE	Muscarinic acetylcholine receptor M1 antagonist	ANTAGONIST	ISBN, DailyMed
P11229	CHEMBL278819	MINAPRINE	Muscarinic acetylcholine receptor M1 agonist	AGONIST	PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed
P11229	CHEMBL1101	BIPERIDEN	Muscarinic acetylcholine receptor M1 antagonist	ANTAGONIST	ISBN, DailyMed, Wikipedia
P11229	CHEMBL936	DIPHENIDOL	Muscarinic acetylcholine receptor M1 antagonist	ANTAGONIST	ISBN, PubMed, PubMed, PubMed
P11229	CHEMBL1201325	HEXOCYCLIUM	Muscarinic acetylcholine receptor M1 antagonist	ANTAGONIST	ISBN, PubMed, PubMed
P11229	CHEMBL1201335	GLYCOPYRRONIUM	Muscarinic acetylcholine receptor M1 antagonist	ANTAGONIST	ISBN, PubMed, DailyMed
